# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 16 20:49:11 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and pl_orbper < 10
# CONSTRAINT:  and pl_rade > 8)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
#
pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
HATS-52 b,Transit,1.36665436000,0.00000094000,-0.00000094000,0,0.0249800000,0.0004000000,-0.0004000000,0,15.49083800,0.96397400,-0.96397400,0,711.93920000,47.67450000,-47.67450000,0,1310.2200,,,0,1834.00,73.00,-73.00,0,6010.00,150.00,-150.00,0,1.046000,0.058000,-0.058000,0,1.111000,0.054000,-0.054000,0,-0.2843,0.0814,-0.0814,0,4.445000,0.034000,-0.034000,0
HATS-70 b,Transit,1.88823780000,0.00000150000,-0.00000150000,0,0.0363200000,0.0007400000,-0.0008700000,0,15.51325600,0.88551100,-0.82946600,0,4100.00700000,572.09400000,-508.52800000,0,9110.0000,170.0000,-170.0000,0,2730.00,140.00,-160.00,0,7930.00,630.00,-820.00,0,1.881000,0.059000,-0.066000,0,1.780000,0.120000,-0.120000,0,0.0410,0.0950,-0.1070,0,4.167000,0.044000,-0.036000,0
WASP-87 b,Transit,1.68279500000,0.00000190000,-0.00000190000,0,0.0294600000,0.0007500000,-0.0007500000,0,15.52446500,0.67254000,-0.67254000,0,692.86940000,47.67450000,-47.67450000,0,4170.0965,,,0,2049.54,,,0,6450.00,120.00,-120.00,0,1.627000,0.062000,-0.062000,0,1.204000,0.093000,-0.093000,0,,,,,4.320000,0.210000,-0.210000,0
CoRoT-5 b,Transit,4.03789620000,0.00000190000,-0.00000190000,0,0.0494700000,0.0002600000,-0.0002900000,0,15.55800000,0.51600000,-0.52700000,0,148.42000000,14.93700000,-7.62800000,0,786.2949,,,0,1438.00,39.00,-39.00,0,6100.00,65.00,-65.00,0,1.186000,0.040000,-0.040000,0,1.000000,0.020000,-0.020000,0,-0.2500,0.0600,-0.0600,0,4.190000,0.030000,-0.030000,0
TOI-3321 b,Transit,3.65251450000,0.00000270000,-0.00000280000,0,0.0470000000,0.0012000000,-0.0010000000,0,15.55806521,0.78462865,-0.71737476,0,176.07693748,24.15495893,-23.83713052,0,967.9190,,,0,1616.00,29.00,-28.00,0,5850.00,140.00,-140.00,0,1.549000,0.067000,-0.062000,0,1.041000,0.084000,-0.068000,0,-0.1030,0.0470,-0.0620,0,4.076000,0.057000,-0.053000,0
WASP-120 b,Transit,3.61126721000,0.00000078000,-0.00000078000,0,0.0514000000,0.0007000000,-0.0007000000,0,15.58048317,0.89671846,-0.89671846,0,1541.47550000,66.74430000,-66.74430000,0,1818.5489,,,0,1749.00,41.00,-41.00,0,6450.00,120.00,-120.00,0,1.684430,0.073010,-0.073010,0,1.393000,0.057000,-0.057000,0,-0.0500,0.0700,-0.0700,0,4.035000,0.049000,-0.049000,0
HAT-P-9 b,Transit,3.92281072000,0.00000102000,-0.00000102000,0,0.0528700000,0.0007800000,-0.0007800000,0,15.61413700,0.75100300,-0.72858500,0,238.05467000,20.34112000,-20.02329000,0,931.0000,73.0000,-69.0000,0,1540.00,32.00,-30.00,0,6350.00,150.00,-150.00,0,1.338000,0.065000,-0.060000,0,1.281000,0.057000,-0.056000,0,0.1200,0.2000,-0.2000,0,4.293000,0.033000,-0.035000,0
HATS-24 b,Transit,1.34849780000,0.00000090000,-0.00000090000,0,0.0238000000,0.0010000000,-0.0010000000,0,15.63655500,0.63891300,-0.63891300,0,718.29580000,54.03110000,-54.03110000,0,2706.9606,,,0,2166.00,53.00,-53.00,0,6125.00,94.00,-94.00,0,1.120000,0.044000,-0.047000,0,1.070000,0.032000,-0.046000,0,-0.2290,0.0580,-0.0580,0,4.370000,0.045000,-0.045000,0
NGTS-27 b,Transit,3.37041810000,0.00000590000,-0.00000570000,0,0.0446000000,0.0026000000,-0.0036000000,0,15.64773706,0.42594127,-0.39231432,0,188.47224535,30.19369866,-22.88364530,0,1680.0000,390.0000,-330.0000,0,1783.00,104.00,-88.00,0,5700.00,80.00,-80.00,0,1.770000,0.030000,-0.030000,0,1.070000,0.060000,-0.060000,0,0.0000,0.0800,-0.0800,0,4.050000,0.080000,-0.080000,0
TOI-1333 b,Transit,4.72021900000,0.00001100000,-0.00001100000,0,0.0626000000,0.0011000000,-0.0012000000,0,15.64776400,0.62770400,-0.60528600,0,753.25710000,76.27920000,-76.27920000,0,1112.8500,,,0,1679.00,35.00,-34.00,0,6274.00,97.00,-97.00,0,1.925000,0.064000,-0.063000,0,1.464000,0.076000,-0.079000,0,0.1190,0.0780,-0.0770,0,4.034000,0.032000,-0.033000,0
KELT-10 b,Transit,4.16627390000,0.00000630000,-0.00000630000,0,0.0525000000,0.0008600000,-0.0009700000,0,15.68139100,0.77342100,-0.54924100,0,215.80657000,12.39537000,-12.07754000,0,600.0000,50.0000,-40.0000,0,1377.00,28.00,-23.00,0,5948.00,74.00,-74.00,0,1.209000,0.047000,-0.035000,0,1.112000,0.055000,-0.061000,0,0.0900,0.1100,-0.1000,0,4.319000,0.020000,-0.030000,0
TOI-1295 b,Transit,3.19688380000,0.00000050000,-0.00000050000,0,0.0470000000,0.0020000000,-0.0020000000,0,15.69257298,0.89671846,-0.89671846,0,451.31633794,25.42627256,-25.42627256,0,1800.0000,130.0000,-130.0000,0,2360.00,50.00,-50.00,0,6280.00,50.00,-50.00,0,1.700000,0.030000,-0.030000,0,1.380000,0.080000,-0.080000,0,0.2600,0.0600,-0.0600,0,4.100000,0.080000,-0.080000,0
HAT-P-8 b,Transit,3.07634000000,0.00000400000,-0.00000400000,0,0.0449600000,0.0004600000,-0.0004500000,0,15.69260000,1.45717000,-1.45717000,0,406.82240000,85.81410000,-85.81410000,0,1519.9645,,,0,1713.00,27.00,-27.00,0,6200.00,80.00,-80.00,0,1.570000,0.150000,-0.150000,0,1.270000,0.410000,-0.410000,0,0.0100,,,0,4.150000,0.030000,-0.030000,0
HATS-42 b,Transit,2.29210200000,0.00000210000,-0.00000210000,0,0.0368900000,0.0006500000,-0.0006500000,0,15.69260000,2.80225000,-1.56926000,0,597.52040000,47.67450000,-47.67450000,0,1637.2058,,,0,1856.00,105.00,-76.00,0,6060.00,120.00,-120.00,0,1.480000,0.200000,-0.120000,0,1.273000,0.067000,-0.067000,0,0.2200,0.0700,-0.0700,0,4.201000,0.070000,-0.070000,0
WASP-119 b,Transit,2.49979000000,0.00001000000,-0.00001000000,0,0.0363000000,0.0007000000,-0.0007000000,0,15.69260000,2.24180000,-2.24180000,0,390.93090000,25.42640000,-25.42640000,0,907.8624,,,0,1600.00,80.00,-80.00,0,5650.00,100.00,-100.00,0,1.200000,0.100000,-0.100000,0,1.020000,0.060000,-0.060000,0,0.1400,0.1000,-0.1000,0,4.260000,0.080000,-0.080000,0
WASP-66 b,Transit,4.08605000000,0.00000700000,-0.00000700000,0,0.0546000000,0.0009000000,-0.0009000000,0,15.69260000,3.13852000,-3.13852000,0,746.90050000,311.47340000,-311.47340000,0,1434.7739,,,0,1569.70,,,0,6600.00,150.00,-150.00,0,1.760000,0.350000,-0.350000,0,1.330000,0.830000,-0.830000,0,-0.3100,,,0,4.300000,0.200000,-0.200000,0
WASP-113 b,Transit,4.54216874538,0.00000420000,-0.00000420000,0,0.0588500000,0.0001000000,-0.0001000000,0,15.79348100,1.07606400,-1.56926000,0,150.96925000,17.16282000,-16.52716000,0,821.4050,,,0,1496.00,60.00,-60.00,0,5890.00,140.00,-140.00,0,1.608000,0.090000,-0.120000,0,1.318000,0.069000,-0.069000,0,0.1000,0.0900,-0.0900,0,4.200000,0.100000,-0.100000,0
CoRoT-36 b,Transit,5.61653100000,0.00002300000,-0.00002300000,0,0.0660000000,0.0070000000,-0.0070000000,0,15.80466279,1.56925730,-1.56925730,0,216.12331676,149.37935129,-136.66621501,1,,,,,1567.00,35.00,-35.00,0,6730.00,140.00,-140.00,0,1.520000,0.200000,-0.100000,0,1.320000,0.090000,-0.090000,0,-0.1000,0.1000,-0.1000,0,4.160000,0.060000,-0.060000,0
HATS-51 b,Transit,3.34887020000,0.00000390000,-0.00000390000,0,0.0463900000,0.0007700000,-0.0007700000,0,15.80469000,2.12971000,-2.12971000,0,244.09344000,14.30235000,-14.30235000,0,740.2246,,,0,1553.00,92.00,-92.00,0,5758.00,58.00,-58.00,0,1.440000,0.180000,-0.180000,0,1.187000,0.060000,-0.060000,0,,,,,4.198000,0.088000,-0.088000,0
WASP-15 b,Transit,3.75210000000,0.00001000000,-0.00001000000,0,0.0516500000,0.0006700000,-0.0006700000,0,15.80469000,4.03524000,-4.03524000,0,171.62820000,92.17070000,-92.17070000,0,1237.7366,,,0,1676.00,29.00,-29.00,0,6300.00,100.00,-100.00,0,1.480000,0.380000,-0.380000,0,1.180000,0.930000,-0.930000,0,-0.1700,,,0,4.350000,0.150000,-0.150000,0
WASP-61 b,Transit,3.85590000000,0.00000300000,-0.00000300000,0,0.0521000000,0.0008000000,-0.0008000000,0,15.80469000,2.46598000,-2.46598000,0,851.78440000,266.97720000,-266.97720000,0,1062.0298,,,0,1624.40,21.20,-14.60,0,6250.00,150.00,-150.00,0,1.550000,0.240000,-0.240000,0,1.820000,0.850000,-0.850000,0,-0.1000,,,0,4.260000,0.010000,-0.010000,0
WASP-63 b,Transit,4.37808000000,0.00000600000,-0.00000600000,0,0.0574000000,0.0007000000,-0.0007000000,0,15.80469000,1.56926000,-1.56926000,0,117.59710000,28.60470000,-28.60470000,0,1103.2708,,,0,1469.91,,,0,5550.00,100.00,-100.00,0,1.860000,0.190000,-0.190000,0,1.280000,0.420000,-0.420000,0,0.0800,,,0,4.010000,0.030000,-0.030000,0
HATS-66 b,Transit,3.14143910000,0.00000740000,-0.00000740000,0,0.0471400000,0.0002500000,-0.0002500000,0,15.81589900,0.94155600,-0.94155600,0,1694.03390000,216.12440000,-216.12440000,0,2637.0000,118.0000,-113.0000,0,1998.00,21.00,-21.00,0,6626.00,35.00,-35.00,0,1.841000,0.041000,-0.041000,0,1.411000,0.022000,-0.022000,0,-0.0170,0.0430,-0.0430,0,4.057000,0.017000,-0.017000,0
WASP-19 b,Transit,0.78883852000,0.00000075000,-0.00000082000,0,0.0165200000,0.0005000000,-0.0005600000,0,15.86070769,0.49319515,-0.53803107,0,366.77398168,24.79061575,-25.42627256,0,3320.0000,190.0000,-180.0000,0,2113.00,29.00,-29.00,0,5616.00,66.00,-65.00,0,1.006000,0.031000,-0.034000,0,0.965000,0.091000,-0.095000,0,0.0400,0.2500,-0.3000,0,4.417000,0.020000,-0.021000,0
KELT-16 b,Transit,0.96899510000,0.00000240000,-0.00000240000,0,0.0204400000,0.0002400000,-0.0002600000,0,15.86073500,0.94155600,-0.75100300,0,874.03250000,50.85280000,-47.67450000,0,6992.0328,,,0,2453.00,55.00,-47.00,0,6236.00,54.00,-54.00,0,1.360000,0.064000,-0.053000,0,1.211000,0.043000,-0.046000,0,-0.0020,0.0860,-0.0850,0,4.253000,0.031000,-0.036000,0
Kepler-8 b,Transit,3.52249910000,0.00000070000,-0.00000070000,0,0.0474000000,0.0018000000,-0.0021000000,0,15.87194400,0.59407700,-0.69495800,0,187.51970000,41.31790000,-38.13960000,0,1444.8810,46.9950,-45.4190,0,1680.00,40.00,-40.00,0,6213.00,150.00,-150.00,0,1.486000,0.053000,-0.062000,0,1.213000,0.067000,-0.062000,0,-0.0550,0.0300,-0.0300,0,4.174000,0.026000,-0.026000,0
NGTS-32 b,Transit,3.31211000000,0.00002000000,-0.00002000000,0,0.0440000000,0.0010000000,-0.0010000000,0,15.91675259,0.33626942,-0.33626942,0,181.16219199,15.89142035,-15.89142035,0,1554.0000,72.0000,-71.0000,0,1750.00,20.00,-20.00,0,5680.00,60.00,-60.00,0,1.850000,0.060000,-0.050000,0,1.070000,0.060000,-0.040000,0,-0.0300,0.0400,-0.0400,0,4.090000,0.210000,-0.210000,0
HAT-P-14 b,Transit,4.62767000000,0.00000500000,-0.00000500000,0,0.0596000000,0.0005000000,-0.0005000000,0,15.91678000,1.34508000,-1.34508000,0,1093.33520000,200.23290000,-200.23290000,0,1038.7800,,,0,1624.00,32.00,-32.00,0,6600.00,90.00,-90.00,0,1.820000,0.150000,-0.150000,0,2.650000,0.730000,-0.730000,0,0.1100,,,0,4.250000,0.030000,-0.030000,0
WASP-3 b,Transit,1.84683000000,0.00000200000,-0.00000200000,0,0.0315000000,0.0003000000,-0.0003000000,0,15.91678000,1.90553000,-1.90553000,0,772.32690000,168.44990000,-168.44990000,0,1845.3000,,,0,2020.00,35.00,-35.00,0,6400.00,100.00,-100.00,0,1.440000,0.120000,-0.120000,0,1.620000,0.530000,-0.530000,0,0.0000,,,0,4.250000,0.050000,-0.050000,0
WASP-73 b,Transit,4.08722000000,0.00022000000,-0.00022000000,0,0.0551200000,0.0006000000,-0.0005300000,0,15.91678000,2.46598000,-2.46598000,0,908.99380000,292.40360000,-292.40360000,0,2242.3605,,,0,1790.00,75.00,-51.00,0,6030.00,120.00,-120.00,0,2.550000,0.380000,-0.380000,0,2.520000,1.220000,-1.220000,0,0.1400,,,0,3.930000,0.050000,-0.050000,0
TOI-3523 A b,Transit,2.30458952000,0.00000082000,-0.00000082000,0,0.0355900000,0.0007600000,-0.0008400000,0,15.97279750,0.41473229,-0.39231432,0,435.42491759,38.13940884,-34.96112477,0,2590.0000,180.0000,-170.0000,0,1984.00,33.00,-33.00,0,6450.00,110.00,-110.00,0,1.448000,0.035000,-0.035000,0,1.131000,0.074000,-0.078000,0,-0.3660,0.0760,-0.0810,0,4.171000,0.015000,-0.019000,0
K2-107 b,Transit,3.31395900000,0.00002400000,-0.00002400000,0,0.0475000000,0.0006000000,-0.0006000000,0,15.98000000,0.55000000,-0.55000000,0,266.97720000,25.42640000,-25.42640000,0,,,,,1649.00,39.00,-39.00,0,6061.00,96.00,-96.00,0,1.810000,0.060000,-0.060000,0,1.300000,0.050000,-0.050000,0,0.1400,0.0600,-0.0600,0,4.040000,0.030000,-0.030000,0
HAT-P-45 b,Transit,3.12899200000,0.00002100000,-0.00002100000,0,0.0452000000,0.0007000000,-0.0007000000,0,15.98400000,1.96200000,-0.97500000,0,283.49200000,43.54100000,-31.46400000,0,1052.2390,,,0,1652.00,90.00,-52.00,0,6330.00,100.00,-100.00,0,1.319000,0.155000,-0.072000,0,1.259000,0.058000,-0.058000,0,0.0700,0.1000,-0.1000,0,4.300000,0.060000,-0.060000,0
Kepler-5 b,Transit,3.54846570000,0.00000070000,-0.00000070000,0,0.0538000000,0.0015000000,-0.0021000000,0,15.98403400,0.40352400,-0.57165900,0,670.93913000,21.29461000,-27.33338000,0,1822.7580,84.8530,-80.4730,0,1750.00,20.00,-20.00,0,6297.00,60.00,-60.00,0,1.793000,0.043000,-0.062000,0,1.374000,0.040000,-0.059000,0,0.0400,0.0600,-0.0600,0,3.960000,0.100000,-0.100000,0
WASP-81 b,Transit,2.71647620000,0.00000230000,-0.00000230000,0,0.0390800000,0.0007000000,-0.0007200000,0,16.01766100,0.57165900,-0.51561400,0,231.69807000,11.44188000,-11.12405000,0,1034.0911,,,0,1623.00,38.00,-37.00,0,5870.00,120.00,-120.00,0,1.283000,0.040000,-0.037000,0,1.080000,0.059000,-0.058000,0,-0.3600,0.1400,-0.1400,0,4.258000,0.022000,-0.027000,0
HATS-34 b,Transit,2.10616070000,0.00000470000,-0.00000470000,0,0.0316600000,0.0003400000,-0.0003400000,0,16.02887000,2.12971000,-2.12971000,0,299.07803000,22.88376000,-22.88376000,0,691.8428,,,0,1445.00,42.00,-42.00,0,5380.00,73.00,-73.00,0,0.980000,0.047000,-0.047000,0,0.955000,0.031000,-0.031000,0,0.2500,0.0700,-0.0700,0,4.435000,0.043000,-0.043000,0
WASP-101 b,Transit,3.58572000000,0.00000400000,-0.00000400000,0,0.0505700000,0.0008500000,-0.0009000000,0,16.02887000,1.00881000,-1.00881000,0,162.09330000,25.42640000,-25.42640000,0,1089.1710,,,0,1560.00,35.00,-35.00,0,6380.00,120.00,-120.00,0,1.310000,0.080000,-0.080000,0,1.410000,0.300000,-0.300000,0,0.2000,,,0,4.310000,0.080000,-0.080000,0
WASP-58 b,Transit,5.01718000000,0.00001100000,-0.00001100000,0,0.0562000000,0.0019000000,-0.0020000000,0,16.02887000,1.56926000,-1.56926000,0,308.29510000,88.99240000,-88.99240000,0,404.7112,,,0,1270.00,80.00,-80.00,0,5800.00,150.00,-150.00,0,1.220000,0.110000,-0.110000,0,1.060000,0.470000,-0.470000,0,-0.4500,,,0,4.270000,0.090000,-0.090000,0
CoRoT-11 b,Transit,2.99433000000,0.00001100000,-0.00001100000,0,0.0436000000,0.0050000000,-0.0050000000,0,16.03000000,0.34000000,-0.34000000,0,740.51000000,108.06000000,-108.06000000,0,1890.6490,,,0,1657.00,55.00,-55.00,0,6440.00,120.00,-120.00,0,1.370000,0.030000,-0.030000,0,1.270000,0.050000,-0.050000,0,-0.0300,0.0800,-0.0800,0,4.220000,0.230000,-0.230000,0
K2-237 b,Transit,2.18053332000,0.00000054000,-0.00000054000,0,0.0355200000,0.0005100000,-0.0006000000,0,16.06246934,0.62770292,-0.54924005,0,434.15360396,34.96112477,-29.24021344,0,1860.0000,210.0000,-180.0000,0,1759.00,49.00,-42.00,0,6180.00,160.00,-140.00,0,1.236000,0.043000,-0.036000,0,1.256000,0.055000,-0.062000,0,0.3370,0.0760,-0.0760,0,4.353000,0.022000,-0.029000,0
WASP-174 b,Transit,4.23370050000,0.00000180000,-0.00000180000,0,0.0550300000,0.0005600000,-0.0005600000,0,16.10730527,0.56044903,-0.56044903,0,104.88337431,28.92238504,-28.92238504,0,901.9000,40.3000,-38.6000,0,1528.00,17.00,-17.00,0,6399.00,68.00,-68.00,0,1.347000,0.018000,-0.018000,0,1.240000,0.038000,-0.038000,0,0.0600,0.0600,-0.0600,0,4.273000,0.010000,-0.010000,0
TOI-2346 b,Transit,3.33120290000,0.00000240000,-0.00000240000,0,0.0473000000,0.0008600000,-0.0009400000,0,16.11851425,0.48198617,-0.45956821,0,394.10722468,69.92224954,-69.92224954,0,1360.0000,160.0000,-130.0000,0,1689.00,47.00,-42.00,0,6480.00,200.00,-180.00,0,1.380000,0.027000,-0.026000,0,1.271000,0.070000,-0.074000,0,-0.0300,0.0480,-0.0560,0,4.265000,0.014000,-0.022000,0
TOI-4153 b,Transit,4.61741410000,0.00000150000,-0.00000150000,0,0.0631100000,0.0008400000,-0.0009600000,0,16.11851425,0.50440413,-0.47077719,0,365.50266805,57.20911326,-57.20911326,0,1212.0072,,,0,1669.00,29.00,-39.00,0,6860.00,150.00,-180.00,0,1.605000,0.048000,-0.046000,0,1.572000,0.064000,-0.071000,0,0.3170,0.1000,-0.1300,0,4.224000,0.024000,-0.029000,0
CoRoT-12 b,Transit,2.82804200000,0.00001300000,-0.00001300000,0,0.0401600000,0.0009300000,-0.0009200000,0,16.14000000,1.46000000,-1.46000000,0,291.43800000,22.24700000,-20.65800000,0,661.1334,,,0,1442.00,58.00,-58.00,0,5675.00,80.00,-80.00,0,1.116000,0.096000,-0.092000,0,1.078000,0.077000,-0.072000,0,0.1600,0.1000,-0.1000,0,4.375000,0.065000,-0.062000,0
TOI-1789 b,Transit,3.20866400000,0.00001500000,-0.00001500000,0,0.0488200000,0.0006300000,-0.0016000000,0,16.14093221,2.69015537,-1.56925730,0,222.47988490,50.85254512,-50.85254512,0,2300.0000,130.0000,-81.0000,0,1927.00,27.00,-17.00,0,5991.00,55.00,-55.00,0,2.168000,0.036000,-0.034000,0,1.507000,0.059000,-0.140000,0,0.3730,0.0710,-0.0860,0,3.943000,0.023000,-0.043000,0
TOI-2046 b,Transit,1.49718420000,0.00000310000,-0.00000330000,0,,,,,16.14093221,1.23298788,-1.23298788,0,731.00533610,88.99195396,-88.99195396,0,2643.6550,,,0,1828.82,,,0,6250.00,140.00,-140.00,0,1.210000,0.070000,-0.070000,0,1.130000,0.190000,-0.190000,0,-0.0600,0.1500,-0.1500,0,4.300000,0.150000,-0.150000,0
HAT-P-30 b,Transit,2.81060000000,0.00000500000,-0.00000500000,0,0.0419000000,0.0004600000,-0.0004600000,0,16.14096000,1.68135000,-1.68135000,0,263.79890000,57.20940000,-57.20940000,0,1467.9573,,,0,1630.00,42.00,-42.00,0,6304.00,88.00,-88.00,0,1.310000,0.130000,-0.130000,0,1.550000,0.510000,-0.510000,0,0.1300,,,0,4.360000,0.300000,-0.300000,0
HD 2685 b,Transit,4.12688000000,0.00005000000,-0.00004000000,0,0.0568000000,0.0006000000,-0.0006000000,0,16.14096000,0.56045000,-0.56045000,0,371.86110000,38.13960000,-38.13960000,0,1436.4900,,,0,2061.00,28.00,-28.00,0,6801.00,76.00,-76.00,0,1.560000,0.050000,-0.050000,0,1.430000,0.050000,-0.040000,0,0.0200,0.0600,-0.0600,0,4.210000,0.030000,-0.030000,0
WASP-118 b,Transit,4.04604350000,0.00000440000,-0.00000440000,0,0.0545300000,0.0004800000,-0.0004800000,0,16.14096000,0.40352400,-0.40352400,0,163.36462000,6.35660000,-6.35660000,0,6586.4700,,,0,1729.00,36.00,-36.00,0,6410.00,125.00,-125.00,0,1.696000,0.029000,-0.029000,0,1.320000,0.035000,-0.035000,0,0.1600,0.1000,-0.1000,0,4.100000,0.012000,-0.012000,0
Kepler-433 b,Transit,5.33408384000,0.00000110000,-0.00000110000,0,0.0679000000,0.0027000000,-0.0027000000,0,16.25000000,1.79000000,-1.79000000,0,896.24000000,165.26000000,-165.26000000,0,1682.6600,148.2160,-133.0340,0,1776.00,87.00,-87.00,0,6360.00,140.00,-140.00,0,2.260000,0.250000,-0.250000,0,1.460000,0.170000,-0.170000,0,-0.0100,0.2000,-0.2000,0,3.892000,0.056000,-0.056000,0
TOI-5143 c,Transit,5.20971180000,0.00000320000,-0.00000390000,0,0.0560200000,0.0008200000,-0.0007900000,0,16.25302201,2.01761653,-1.34507768,0,,,,,158.1646,,,0,904.48,,,0,5183.00,125.00,-125.00,0,0.852000,0.020000,-0.020000,0,0.864000,0.040000,-0.033000,0,0.1070,0.0440,-0.0440,0,4.514000,0.029000,-0.027000,0
TOI-2154 b,Transit,3.82408010000,0.00000250000,-0.00000250000,0,0.0513000000,0.0011000000,-0.0013000000,0,16.28664896,0.59407598,-0.53803107,0,292.40213444,60.38739733,-57.20911326,0,1005.8946,,,0,1580.00,27.00,-27.00,0,6280.00,160.00,-160.00,0,1.396000,0.049000,-0.043000,0,1.233000,0.077000,-0.090000,0,0.0110,0.0710,-0.0590,0,4.239000,0.042000,-0.051000,0
CoRoT-31 b,Transit,4.62941000000,0.00075000000,-0.00075000000,0,0.0586000000,0.0034000000,-0.0034000000,0,16.36514000,3.36270000,-3.36270000,0,266.97720000,108.06220000,-108.06220000,0,,,,,,,,,5700.00,120.00,-120.00,0,2.150000,0.560000,-0.660000,0,1.250000,0.220000,-0.210000,0,0.0000,0.1000,-0.1000,0,3.850000,0.250000,-0.250000,0
WASP-88 b,Transit,4.95400000000,0.00001900000,-0.00001900000,0,0.0643100000,0.0006500000,-0.0006200000,0,16.36514000,2.35389000,-2.35389000,0,133.48860000,44.49620000,-44.49620000,0,1489.5543,,,0,1772.00,54.00,-45.00,0,6430.00,130.00,-130.00,0,1.800000,0.260000,-0.260000,0,0.940000,0.420000,-0.420000,0,-0.0800,,,0,3.960000,0.040000,-0.040000,0
WASP-92 b,Transit,2.17467420000,0.00000160000,-0.00000160000,0,0.0348000000,0.0003600000,-0.0003600000,0,16.37634900,0.86309300,-0.86309300,0,255.85315000,21.61244000,-21.61244000,0,1622.2528,,,0,1871.00,56.00,-56.00,0,6280.00,120.00,-120.00,0,1.341000,0.058000,-0.058000,0,1.190000,0.037000,-0.037000,0,0.0000,0.1400,-0.1400,0,4.259000,0.031000,-0.031000,0
